"","ResponseId","Employment","LearnCode","YearsCode","Gender","WorkExp","EdLevel","Country","Age","Ethnicity"
"13222",13222,"Employed","University","26","Man",20,"Bachelor degree","Mexico","45-54 years old","Multiracial"
"13223",13223,"Employed","University","5","Man",1,"Bachelor degree","United States of America","25-34 years old","White"
"13224",13224,"Employed","University","24","Man",15,"Bachelor degree","United States of America","35-44 years old","Multiracial"
"13225",13225,"Employed","Online Course","46","Man",46,"Bachelor degree","United States of America","55-64 years old","White"
"13227",13227,"Employed","University","15","Man",8,"Bachelor degree","Switzerland","25-34 years old","Multiracial"
"13229",13229,"Employed","University","9","Woman",5,"Bachelor degree","United States of America","25-34 years old","White"
"13234",13234,"Employed","Online Course","6","Man",4,"Other","Bangladesh","25-34 years old","Other"
"13238",13238,"Employed","Online Course","8","Man",7,"Other","United States of America","25-34 years old","White"
"13240",13240,"Employed","University","15","Man",23,"Doctoral degree","United States of America","45-54 years old","White"
"13242",13242,"Employed","University","8","Man",2,"Master's degree","India","25-34 years old","Indian"
"13243",13243,"Employed","University","17","Man",7,"Associate degree","United States of America","25-34 years old","White"
"13246",13246,"Employed","University","15","Man",11,"Other","Spain","25-34 years old","Multiracial"
"13248",13248,"Employed","University","15","Man",17,"Bachelor degree","United States of America","35-44 years old","White"
"13250",13250,"Employed","University","10","Man",10,"Bachelor degree","United States of America","35-44 years old","Multiracial"
"13253",13253,"Employed","University","12","Man",3,"Master's degree","Russian Federation","25-34 years old","Multiracial"
"13256",13256,"Employed","University","5","Man",2,"Bachelor degree","Canada","18-24 years old","Multiracial"
"13257",13257,"Employed","University","13","Man",10,"Bachelor degree","United States of America","25-34 years old","White"
"13259",13259,"Employed","University","12","Man",9,"Bachelor degree","Germany","25-34 years old","European"
"13261",13261,"Employed","Bootcamp","5","Man",5,"Bachelor degree","United States of America","25-34 years old","White"
"13263",13263,"Employed","University","13","Man",7,"Bachelor degree","India","25-34 years old","Indian"
"13265",13265,"Employed","University","More than 50 years","Man",50,"Professional degree","United States of America","65 years or older","White"
"13266",13266,"Employed","Online Course","10","Man",6,"Master's degree","Canada","25-34 years old","Multiracial"
"13267",13267,"Employed","University","24","Man",20,"Bachelor degree","United States of America","35-44 years old","Multiracial"
"13270",13270,"Employed","University","8","Man",5,"Master's degree","India","25-34 years old","Multiracial"
"13272",13272,"Employed","University","10","Man",10,"Master's degree","Germany","25-34 years old","Multiracial"
"13274",13274,"Employed","University","29","Man",25,"Master's degree","United States of America","45-54 years old","Multiracial"
"13275",13275,"Employed","University","18","Man",10,"Bachelor degree","India","25-34 years old","Indian"
"13276",13276,"Employed","University","25","Man",23,"Associate degree","Brazil","45-54 years old","Multiracial"
"13280",13280,"Employed","Online Course","14","Man",15,"Master's degree","United Republic of Tanzania","35-44 years old","African"
"13281",13281,"Employed","University","15","Man",11,"Bachelor degree","France","25-34 years old","Multiracial"
"13283",13283,"Employed","Other","39","Man",30,"Bachelor degree","Canada","55-64 years old","White"
"13285",13285,"Employed","University","7","Man",5,"Other","Montenegro","25-34 years old","European"
"13287",13287,"Other","University","10","Man",6,"Master's degree","Czech Republic","25-34 years old","White"
"13288",13288,"Employed","University","20","Man",14,"Bachelor degree","Belgium","35-44 years old","European"
"13292",13292,"Employed","University","7","Man",5,"Bachelor degree","United States of America","25-34 years old","White"
"13293",13293,"Employed","University","30","Man",17,"Bachelor degree","Germany","35-44 years old","Multiracial"
"13294",13294,"Employed","Online Course","6","Man",10,"Associate degree","United States of America","25-34 years old","White"
"13295",13295,"Employed","University","2","Man",6,"Master's degree","Poland","25-34 years old","European"
"13298",13298,"Employed","Online Course","7","Man",3,"Bachelor degree","India","18-24 years old","Asian"
"13299",13299,"Employed","Online Course","10","Man",6,"Master's degree","Armenia","25-34 years old","European"
"13300",13300,"Employed","University","4","Man",11,"Master's degree","Brazil","25-34 years old","Multiracial"
"13301",13301,"Employed","Online Course","25","Man",30,"Associate degree","United States of America","45-54 years old","White"
"13302",13302,"Employed","Online Course","24","Man",24,"Other","United Kingdom of Great Britain and Northern Ireland","35-44 years old","European"
"13303",13303,"Employed","University","24","Man",18,"Master's degree","Canada","35-44 years old","Multiracial"
"13304",13304,"Employed","University","4","Man",3,"Bachelor degree","Spain","18-24 years old","European"
"13307",13307,"Employed","University","19","Man",10,"Bachelor degree","United States of America","25-34 years old","Multiracial"
"13308",13308,"Employed","Online Course","9","Man",1,"Associate degree","United States of America","18-24 years old","White"
"13312",13312,"Employed","University","9","Man",5,"Bachelor degree","Mexico","25-34 years old","Multiracial"
"13314",13314,"Employed","Online Course","13","Man",10,"Bachelor degree","India","25-34 years old","Multiracial"
"13317",13317,"Employed","Online Course","8","Man",6,"Secondary school","Brazil","18-24 years old","Multiracial"
"13318",13318,"Employed","University","16","Man",11,"Master's degree","Denmark","35-44 years old","European"
"13319",13319,"Employed","University","8","Man",4,"Other","Venezuela, Bolivarian Republic of...","25-34 years old","Multiracial"
"13320",13320,"Employed","Online Course","13","Man",15,"Doctoral degree","Argentina","35-44 years old","Multiracial"
"13323",13323,"Employed","Other","22","Man",12,"Master's degree","United States of America","25-34 years old","White"
"13328",13328,"Employed","Online Course","13","Man",6,"Master's degree","India","25-34 years old","Multiracial"
"13329",13329,"Employed","Online Course","15","Man",15,"Bachelor degree","United States of America","35-44 years old","White"
"13333",13333,"Employed","Online Course","4","Man",5,"Bachelor degree","Viet Nam","25-34 years old","Asian"
"13337",13337,"Employed","Online Course","12","Man",11,"Bachelor degree","Bolivia","25-34 years old","Multiracial"
"13338",13338,"Other","University","45","Man",40,"Bachelor degree","United States of America","55-64 years old","White"
"13340",13340,"Employed","University","24","Man",10,"Master's degree","Italy","25-34 years old","Multiracial"
"13341",13341,"Employed","University","11","Man",9,"Master's degree","United States of America","25-34 years old","Multiracial"
"13342",13342,"Employed","University","12","Man",4,"Master's degree","Italy","25-34 years old","European"
"13344",13344,"Employed","Online Course","8","Man",6,"Bachelor degree","Mexico","25-34 years old","Multiracial"
"13349",13349,"Employed","University","16","Man",15,"Bachelor degree","Argentina","25-34 years old","Multiracial"
"13351",13351,"Employed","Online Course","Less than 1 year","Man",14,"Master's degree","Russian Federation","25-34 years old","Multiracial"
"13352",13352,"Employed","University","8","Man",2,"Bachelor degree","Greece","25-34 years old","European"
"13353",13353,"Employed","University","16","Man",12,"Master's degree","United States of America","35-44 years old","White"
"13355",13355,"Employed","Online Course","20","Man",9,"Bachelor degree","United States of America","35-44 years old","Multiracial"
"13357",13357,"Employed","Online Course","2","Woman",2,"Bachelor degree","India","25-34 years old","Indian"
"13358",13358,"Employed","University","10","Man",5,"Bachelor degree","Belgium","25-34 years old","Multiracial"
"13359",13359,"Employed","Online Course","8","Man",4,"Bachelor degree","United States of America","25-34 years old","White"
"13361",13361,"Employed","Online Course","22","Man",22,"Master's degree","Iran, Islamic Republic of...","45-54 years old","Multiracial"
"13363",13363,"Employed","University","11","Man",3,"Bachelor degree","United States of America","25-34 years old","White"
"13364",13364,"Employed","Online Course","17","Man",5,"Bachelor degree","Netherlands","25-34 years old","White"
"13366",13366,"Employed","University","28","Man",25,"Bachelor degree","United States of America","45-54 years old","White"
"13368",13368,"Employed","University","3","Man",3,"Bachelor degree","Lebanon","18-24 years old","Multiracial"
"13371",13371,"Employed","University","10","Man",5,"Bachelor degree","Colombia","25-34 years old","Multiracial"
"13376",13376,"Employed","University","8","Man",5,"Doctoral degree","Turkey","25-34 years old","Multiracial"
"13377",13377,"Employed","University","15","Man",10,"Bachelor degree","India","25-34 years old","Asian"
"13380",13380,"Employed","University","10","Man",7,"Bachelor degree","Brazil","25-34 years old","Multiracial"
"13381",13381,"Employed","University","24","Man",20,"Doctoral degree","Germany","35-44 years old","White"
"13382",13382,"Employed","University","18","Man",19,"Master's degree","United Kingdom of Great Britain and Northern Ireland","35-44 years old","Multiracial"
"13384",13384,"Employed","Online Course","20","Man",7,"Bachelor degree","United States of America","25-34 years old","White"
"13385",13385,"Other","University","10","Man",6,"Master's degree","Chile","25-34 years old","Multiracial"
"13386",13386,"Employed","University","20","Man",10,"Professional degree","United States of America","35-44 years old","White"
"13387",13387,"Employed","Online Course","8","Man",8,"Bachelor degree","India","25-34 years old","Indian"
"13389",13389,"Employed","University","25","Man",15,"Master's degree","United States of America","35-44 years old","Multiracial"
"13390",13390,"Employed","University","7","Man",1,"Other","Argentina","25-34 years old","Multiracial"
"13393",13393,"Employed","Online Course","30","Man",18,"Primary school","Iran, Islamic Republic of...","35-44 years old","Multiracial"
"13395",13395,"Employed","University","32","Man",26,"Bachelor degree","United States of America","45-54 years old","White"
"13396",13396,"Employed","University","6","Man",4,"Other","Argentina","25-34 years old","Multiracial"
